inputs.addresses,outputs.addresses,outputs.value
16EPzzKA99Fg1pq3Xdw15X4U66dPedKcKv,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,100000000
,1KHWnqHHx3fQuRwPmwhZGbSYzDbN3SdhoR,4900000000
1JEMB7DLVyQiH4UaZ2eLjd8mJzAneivbp7,1NPteUq7ngX5ngTBTNnCgdxKGRse6rQjAa,700000000
,1KNWGrkEC2Aibad2BWYmvPsQvK7wdHX6mW,3800000000
1HZGqrrhkHDgfZYFfJWqy9V2s2tWuHYksD,1QBGmRNJF8LMvTk4AyukQg5wmM6QTvfWxK,1000000000
,18z1Qo6RF4qYhHksMB4cWpkS2LQ2x3Kgss,4000000000
1Af6NZ6YuezAp5GK3NzTrz4bHU883fQDej,14ccB2QFEKZnd1gLUtgr7vWg6JrMeXaQXK,100000000
,15oowv6gfqXVSzeZAFsUeGQoXypwL7XN1h,4900000000
1PAZ4h7xoyyWHGYG3kjDQFG7Y9h6im27qi,1GjJREFcYxNq7ZFkZpnEFRXSmBpxQcYZXD,1000000000
,1DWMBd7uK2ePAnv5q5fqTn7EymcKLNhRr9,4000000000
1Pk3gS2ekmp1AozMXhHPf9DYE9LbWgWfRK,1EeVKvohsft5RAh3DYJMSWoHkdPWfM13Re,100000000
,14PKXxNsSCetD6rkt5qShtXkaZE7ideLvC,4900000000
1DuWBSKU2c2TJiuVxaTnWLqVe3FZvvQkwf,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,100000000
,16zizLcEowyJhEaCpFiigY2jazf4NefxM9,4900000000
1YSY1T88PuVKMEUv77mG7TX7oaUB6B3E8,1JEMB7DLVyQiH4UaZ2eLjd8mJzAneivbp7,4500000000
,1VGGK9XMnoHsfGGmduTXaUvzRxywF2oqc,500000000
1CDq8oUxjnXNSZV69bo5HyFkA51XXqaeY8,13d2tGsY96etMdJZQw3sGjQiPnKnVJPsPi,100000000
,1L7eJk5iWeLtZtgnBSUtxMRYwb5U4ZJi7H,300000000
181DW2bCdgrqfn8oTvEwGLi4pD854YjBaS,1JCjFJckVFvN5EFs7oUmzKjPVLq8XyPiwc,100000000
,1ArCdC1wJpFkiRYLLSd2B5hsWEptNHLtpf,3800000000
16orvcu1iUi7nJWVKqCkiq2jqeaEqFj2CY,1H7CQMNMG3maLXeJjAVzpoNKjHQ4Gs1ZZo,1000000000
,12imEgaGLx7CW3KLvqbtGQzTHLWWQPpbEn,4000000000
1CJQ42bih4wXbAzHtEiVKT8JxhqVKvqnX2,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,100000000
,1KCHsATSTALtrqGbJf6u1gFwwS3S3TkjHi,4000000000
16jS28TqbLggzLSGmcU4Zzo3V8MfjjRDyG,1Js24wyvJ3gAHxyFwuAys8XpgyYcsGKnW1,5000000000
,1FQFQV1FjhenU2xeWnath5Dtf7AyjZPx1N,1000000000
1Kpk8ytVRZYP1jLSC1sqvkA1m2aYRg6cfM,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,100000000
,1jKQHt2dg9RHMHxQGHMyM7Vpf1EJhX71R,4900000000
1Feet1n3ofszbdSwM8nfgPapho77JkjDpW,15i6u9c7ymnNhoXFVzq3PpV41JTjasYyLv,6700000000
,15Wxo82BLEvqS3Qq39haaj12Xva58jAvgb,3300000000
15Jy2Fa5bNjHBbfmCVpiuGBg4Vjs89PEGC,1EeVKvohsft5RAh3DYJMSWoHkdPWfM13Re,501000000
,12ie6iDXeyBcyjSgdrs8Jo5eUbHg4r2N7Q,1599000000
14r18aYDorTPEaR7DuXMKB6PByPox7GCp7,1BckgSgzmR699oiaebfgBQfXNUCby5646f,579000000
,15XEGLNqDXCcpK8QRoqHqn4GM11u8NXGW9,100000000
1MxRohVr4T6XvrEo2uX5XQw9zU6SAVPmjT,1Pk8KwkNoSTVDGn3m6yeQB1ERG3Eshsx7f,4900000000
,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,100000000
14aYwQVeULnjv3GvMbqjWe57W133xKKFdG,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,100000000
,15WfuEhM2KTECqdrUeJzygYnJbDX61gCtN,3700000000
1EFbHMb8fpc7x6mAk7Yybhg7PeJk9QjA2X,17Tor1j6aWKzfHGT6k1qjFsgiHazBwkzNa,100000000
,1Mgj4tJW4myBEDzhrzeQVmd3dwBJgLdfeo,3200000000
1QDHejznQ8vTb7PohhsbrU8BeiHqY5tB2r,1Ep2RFBGdkknsb6QAzTCh54Zwam9yNnSjB,4000000000
,1MjtRXDYK85X2bYCn6P1bEPtAbpkGFZWPX,1000000000
1LfbBvoufQHSa56JuwJLG5AsGj4wEsDPhN,1EajAFCd6o7gMiF4ofwWRWYbmXiJVf1DH7,732000000
,17Zy9MYDNtSPSQf4WtnbpmZ5jnK3pVad2o,4268000000
16Myh5vc1qZFLSfFzvFiGgJYNUAsns266w,1L7ey7nCpqYpkapjcRtJC7bnZkdo3r4Jpp,4900000000
,1EMEbgJUvTRzvrRseDn8QHzQmqW6XEDZvY,100000000
12xNiiHsiD8qHXvQw7j98zHw94KT2bPt8M,1EQFDc3LmnfK6jn5BeQAL5Dc6q7vzwGih7,2500000000
,1FTt7SAYwBxAY98K7p68njXvcdXaKTuMdX,2500000000
16h5RTTeQdFxfat2F6a2tBwnGZMcgseq8C,129hg4sDi2mURHMhxWdL53i3qRqesnn23d,4000000000
,1HQikTXwFqNtnxTiJdYC1WK31TRVcU5FcQ,1000000000
16vWibqeAq1bWsZMXfsMcWfA4TZiSW45aV,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1LTDZ4BGeAA8h18FW6j3GtcvR7fAbqsF7d,157000000
17xfuGXtjZvD1apJLoLT4TYZ7EAXit7tyx,19XFBtFLwuga4KdwJhNap8nBn35LKWKjMg,121000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1NfFWmVQAgF4TfjfJwYysQUUNBoCLNrYA,18pQKMr12eXvGdd3TWWBsZ1U6y9daPovcM,470000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1HQZASRPV8BfSgjcEHzkknYvXrS5qNdjxP,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,13QSiKDAi4fDSw6Grid6RoUcN7nMtL3E1k,15000000
1JBNLUAx89kfg2RQhRXF3RJ6WioTVg3kBR,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1FiRoCmt8dsmRkrzjsGXrz1RMm11u6Rp56,85000000
1JXGGRPVfWQa3CCQL4Kw69ovtDkFhVSnyw,1QEwgegNeyLY8Ptt9V3gNoe7QujjEBQqPg,25000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
15bNawppjSBQcftgxwRdn8LUvGrYz2XmEk,1KEcbaR5T4VHfaARMjYeD3ke39UFQPSDCE,430000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1Kk1aUZoVeKHiNirH9Z1HmCM8GY6UEjp8m,1F2LoaqynRhnReyCunJdqxEvNVqVsD1QVC,134000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
19WUigBqp8vyGNWNHqi8mBng755GTioRCE,1FP3m7mhgVyWgwcVpF2joyBFSirNG8yh5X,354000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
15DUiUp2tZbtPmgEdQe3nG1KJgrCJZXwZh,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1KjfTnQFsnrNKLH4qvC3piEoWtj4BPPMsd,301000000
12dRceeCn2eGKyDQdRywfHLMyrojcKZT1u,1LxcNEtGvqpjyQteyz3N86ZQEugybxGaRm,93000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1LAKxHctFjh39PpPkS474EHwVjMFBWkFp,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1BxJCWNZCbbYLiQcnCszfHhnYiisbGPbez,29000000
1LQZTEXwteihVv6oh9Ddw41DH26cMBMng7,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1DQCz1R4thSJvRwHWF96eF5PT7WTWbyYXT,88000000
19xeyT95jab9JNtkZKAEK5anHHCPrdjgyc,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1FxjbHNrDkxxfZrVgYKynwGjbvoRJ4oSzF,59000000
1NEQ3UnWredFFPCaNe1aoDBoVPcpYrbWsW,1HeRa8anR6aZx2v7CdrVXD2TcUnQkNMsV5,257000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
17okTMseJuyYm4iZ6A58LdDcT6bGxaccVq,1FYrgZK7sA2RMzKTjYcTtPx625hBomZ5s5,580000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1QKpyhq1wdW2cSqtPdHuPd8een23MkpUDU,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1CqzRENU2mReNz1VxxUT4P4TMv65JXTiwH,311000000
1E4h1XQ7H5RCy6zf4y2qBNFaP4fCkqVtFN,1FQnwCkc2TZMZpEFoNFtzXaD4VfyCmoPGe,106000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1MLN4gchmVA6wyqdhWpxQ5cw2UnGQDPQZ1,192rrCF53zPUuJc7HQWgh59rDucJ8AgD7p,454000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
15BGrnKmXdGEg5YbMNtBAjC4noMZ8XuMLt,14DxgPko6pr8v1hM936RXvbJGBRSY8nqyn,349000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1FLCWGtbZFwzvgwdWSNjTFGvqVCbSr3yrh,1Gg8NK4q58sfMuBbRQcnqWCRC8eURCSkUW,23000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1NQhiypZ22ehhykbXCTQGso7pSxVgqcvj3,1GkvraiS1pSMLkPU4pAUimm76gZFE5uLdW,567000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1FR2JviiXtnAN8U9bZk3WiQvjD3xfd9Qwu,1BCHE3Zd8bHC1YaYAMXabm6M3pLpv2d5ZJ,199000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1K55iSbKKyDGqxwkxZawEgbvqk1FY1hhok,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,18QRH852giKA4pSJQ1UiysgPVLVNsfahBC,219000000
1CUssgKpETgGWT9mGXgaR4AGqpXh1Y1iCW,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1GaappY1qPr7CDmzSv3qdLWV2msrWRJwjJ,72000000
1LiDyFEJhihwhfcn98saRxik2sJMPGUUrz,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1LHJiJUcGx5xKjZZRQkosr4q9vgsqmMxpC,33000000
14HQ6Kp7uioeYW4kTCQQ1wMecsVLri9Prq,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,19wgPKmr8J7Q85LbduAizMoGfee1hnJi9L,206000000
1ExvB7susNSpQMnT6GP8oCtxdb2YJiqLG9,14GN5GFY1jbn5VQPFvemSqFJuiqwBFDqF6,28000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1PewMpWcT5UVQ7jVt47VTSptEozCFfakam,1AdbTbtiDPL92LVrKU2quisYswmLadqi3M,22000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
12Z4QJKVeS65y7A9XM1MgnrnscWFdQc12K,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1GqxDGmXVpa6ZUatwrvMga8xkERc6QDDNc,30000000
1FJAqUz56NYzs8kr33R62PGx2rrEiSRoK6,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1Cmwh4qoptx5Cf2qiwns14ke8LdbU7gRp2,165000000
1JAF7ZW9P2PDfpX5h3p8syXKs5us8TJUJb,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1JeKyfZyUvGXFqGU46J1hdgFsJ8qeWtwSC,50000000
1Bu1fPakZLmnVDjq792cKH2zXzBy4wW2pt,18j65fMFEzKgiuE2QwBjsRZqRbnqpoPBmU,317000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1BdZnzrU33PQwr1ihMZBxKsv4MZmMC1Dve,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1GkLHuQhqzbkJadVEoiz1XDoiY8QmmjmBq,132000000
13JTJSvhRPXmLcyzw1SKDxAjjwhvEqB1GM,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1FdJZzuNnrUcntz6BQ4w7LDzNgCNRtwkhR,20000000
1DRusNuPS19DMcZwRnLiww2VyFY1uT1JQs,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,18R3qNdYQKQJbQ5TRUEB9S5rmZhLHpjz4M,74000000
1AxbiYNjrr5EY4SNNbUsopWFAuVMMMGLWu,1E4h1XQ7H5RCy6zf4y2qBNFaP4fCkqVtFN,107000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1LhJ6VMaskiU5tAubTb5tJCobm9Q2QCsat,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,168nE2bL4tawbUKvYjRGVALSPibYjSMNyz,499000000
17xJugYZpQqBTxjEvMHhZC2Cypsjc2cSiL,1JnaFXT9woUUe6N2LpyqDwWsjdcmQeBqjp,270000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1NAbLPMaSqaG6XYbEAEyXturpnpUJryeQM,14TJJrrh467zgBFGX6zw6o84SDT5KEcpMk,5000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1QEwgegNeyLY8Ptt9V3gNoe7QujjEBQqPg,1DWhi7o98JJF3X64KYaeNKa7rp6xLzfxoR,24000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
184AjTp9qLZzQYL71rfArqBsAX1Vqgm7BQ,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1BZghFMvMYW3kFXQN5BsGRv64H2butMK2H,560000000
1DyTvGvYXWRpYXy2NG4YL9MFcYEYRQFbam,12g5Q1uupeR81NzxZuAaQDs2rY9kfV7nWf,42000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1KNZWHgtWFzgLTE7cWESUYkVjNAojo4MkP,1BKxWR9U2aN8NgmhzswcxeMouQVhnvhoHG,7000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1PcpPkrzUQJPcSwkdRFideWCgLQA1Mz919,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,17u5oHergPY4BxtnmQufMY6xg8gm7MuBaa,61000000
1EDEiqakLyH1yz7ZLBZqKpnJsZjzp9KFqF,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1DDfo9wYM6jDEdTaYJ4AwcNVjhSu62FkLj,550000000
1DvGsJcBNEnchk6xPtx2zkeFjxs5Do1gsG,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1NYtRYG6xviqpxr9fKWQx3LWv9Eas4njcD,149000000
16s6shT15p8Nysiun3GpfNqbLGfMe8eU37,1FvT4VPKDKuZUumFdeCA5EJwBRdExjyZUc,170000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
17Dcn46BqdT9bQ4gAbuseG1VDNEEzTguS8,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1LseDoQL81p9XYmZKFAgF5NVMooWRicwrs,443000000
151Yc26mMyhX6BQ5Gbww3VKEoDNXfUDY3U,13GudnZ2h2FEE17f6nYUeZYt6N7LSrNx1k,241000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1MXpYGxD5G7HLaaWzCdAgbzxLbyRuDqw2T,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1FDwu1rVHg4gQJ6LJUuFPuuoBLrycVp9jD,9000000
1FeQXWuUPaQmKMJ8B5CBBmfS3wVZMyHh6e,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1MaszJRvx4L1DesoJtM2KzhVL3Rx2vVaV5,40000000
1ASyeg8531KtGooW8ZKRQvCnYQawyoqNSf,16vWibqeAq1bWsZMXfsMcWfA4TZiSW45aV,158000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1KPNkUSpG5YmfNQpupTPcKHCBVY1DdanXX,13bWaZDEeFGXd8vkseFiC46zPDW7nFKnis,441000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1E3FnmMZmZ9fguKNHCWqe6uPEyEqrRva7w,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1ChQ8RVWxFdiwhFtwLMsEGMbeZ24yPWkcK,230000000
1tfJzv22yXCNAuf8Ftw2z3PP5nBaA9dYy,1JdKNwxZmRunV7aagZhZcx2ik7BvhnyY11,115000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1AdbTbtiDPL92LVrKU2quisYswmLadqi3M,13JTJSvhRPXmLcyzw1SKDxAjjwhvEqB1GM,21000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
19LSgoeVWSR54VWmUrBMYXTpnGP2Zt8tmm,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1FZDxnYFbaPnq7aCsXF5MbN1UhPUZRLoHn,368000000
1DndxqobbUD4HHFudcGCqfgRfSk7umUJCv,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1D4G2hFTCm5MdGmYVW8unzinTy5muc5wfD,285000000
16Yg6XmLzUD2eLDMGj4Wb46ghc9BhEyAU5,1AgZGjt5Q93FprMcXpoAhoe6zJk2muaj77,109000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1PoAVhvpUUF6xYPCg6GsiRxX2jq5gAEhvG,14B9ZjhCAvTpExbNtkFZm2qcaJTvydQdxt,251000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
15RurYDN7batq7xJbZHxmfNAuSRS1zUGqT,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1MFcGThKfKCHPDDBicddgESek5wVyAhVzp,513000000
19XFBtFLwuga4KdwJhNap8nBn35LKWKjMg,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1McETDoUdtvgvLYBcUgVSHuHcXMv88pPPu,120000000
18eqKN1VDcuRpT51k8ZUgmPm9cXGx8rkrj,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1LbweWGWccq64Bjsg8XiCsnQQippfwG64m,36000000
1KnGXMg7fvyaf8uoDEnyrtkynETjzHVtFF,17xfuGXtjZvD1apJLoLT4TYZ7EAXit7tyx,122000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1F2LoaqynRhnReyCunJdqxEvNVqVsD1QVC,1BdZnzrU33PQwr1ihMZBxKsv4MZmMC1Dve,133000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1GLTUSEDTPq6vkqZRrT4nWC1ymebCkhSLX,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1QBGd9ovhfASgYJHHF2nVfxcyzWhGhgi5U,458000000
1ESeGZhPGD8fp5h5dUPBmJdZ7vKuXsuo6b,1NokbKnP74Vxc2CRRuHX3Te4Zorjuc3zEw,228000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1JhYRwEdeu2LzrEMei6Ej6mTjsRnh8UToo,1PfPmajVSy3VatHstpwqv2CQJEsT9EpSTq,102000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1FP3m7mhgVyWgwcVpF2joyBFSirNG8yh5X,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,15b1YD8ciGKWrneCnKtucBo9RwXbWTVEJw,353000000
17JnUHQ5NECq6Xso8paKH1Y5tETXV3wuSN,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,17Kk2bvRk8uxwKvMC9SiM8Bq7Rr4Pmum2t,588000000
1EWxzumqwgFRGsrUVbvzz64vpMyX64JT4F,1JzjBe3QKuRw4nARXdKPR5UMHugZn6BaV4,197000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
14GacZvutQUGSxcok1soeFxuB2JPRMYLFr,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,15tS9r56DM6PiHdzrmvQKT6RN6rTisgyJo,501000000
15jRDijCuwbAWVBQyzSXFmmdSzmCfoyYui,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,19icwRQKABBktEFNNwanLMu3nw5k3zNpu5,526000000
1AfNbNdjVLBMHiFJk7PBKWVwsZv8cDBwtT,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,12nvmiasZtaPCiK2rXSYQoXBZfKBYbkizY,391000000
1Ee4Jcu1BCj3pNjkcZitYLuP1Zz59syzir,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1Bm7ngUvck4HMVrYU3wdrTXaNaiqreMTVo,308000000
16XmqGLGiSg3azSEWBd7qZrawpHs7Dc1fz,1Kt6RR9gDprChx5Mm79wLqYmo4ZZpoe3Cp,294000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
15hvXwGQSevUEvRzgqQbgtJWwfEdr48CAJ,19RWaDoKnJJJDskbh7fw1nDUZa6wj9qhmQ,313000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
16HTm9tETXZNqbtnP9drqNbPf9QxYpoYNZ,19uVezTfMXSb8rdamS9yPXDRRuPBTLPXjM,12000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1GVRq7QHhxBr81T2NeNZ7Lnf9bsqjv2Us4,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,13fEoTgNE2Lvth6jnLNAWLTKYpNRabGfF8,564000000
18mxXfs4Er2DuPsvAuk9dWXDNDhQVeo6Rx,1LgxhdqfZ5oayQKKSSq5nd6qC6PKEcCJS8,247000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
149x9hk5QAH1qR6ibcvzkBX1pSogkA63Fw,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1PW4LokEnjKEnYbXcNAtVm78FRmG6NWcjT,181000000
1EZLyJcQyuvBoMrj7Vx4pLQuqv6utc3J9W,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,19msEaLCXjRzYEfhqhvaYWmKsDYQHd2sVV,98000000
1EPpjP4PfKsm4WyH9LjNzTrGzhNQFzdyRn,1LiDyFEJhihwhfcn98saRxik2sJMPGUUrz,34000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
16qqNcuMv71Q191iA6ccKuQZKLdzHvZymh,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1APXeDVK2LfUxKagZRqUdbu8MfJSwwMYeE,547000000
1P5buWsKdHUeYBz1b9Fyr6fV18c2rGpvXs,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1Ho9wqRi3suWhEFKPYfs8EFshYsq9dzogW,543000000
147i9fdMwGnVEt7ibNusCx3diY6oXYaBYd,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1FiV7TzfnhnXmdts5HoA2eKBuETUiCJNPu,461000000
14TJJrrh467zgBFGX6zw6o84SDT5KEcpMk,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,12uvMPDSZq7zLpFpJhbN7ax39EUDQWQvpE,4000000
12XyJm1omYrmK8BB6xPuzp8DzR2HFhcFJa,14GacZvutQUGSxcok1soeFxuB2JPRMYLFr,502000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
19zy9DspoY81WfiEf1ou7NKqouN9pB5k9X,1JWYL2KTHrfhAuXcqZ6KM1xm5gzTspMPzG,265000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1JnaFXT9woUUe6N2LpyqDwWsjdcmQeBqjp,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1DszU35VQP6zTjpp6ioYNdfBVAn1PXVrSS,269000000
1GqSAmpFnBWegs4YVBYLr5GXQWRHkGmj58,193n4TfAow1HPH15pgBKe4HxNq6bM54z7x,591000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
199JyRNhhcTysgZQ9dqZnZydVfDfXEaTRG,1Dx3SaSti74hj6J1YwhFvZ2iMNAWsBXUJG,304000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1FQnwCkc2TZMZpEFoNFtzXaD4VfyCmoPGe,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,15oGEkuWwVryb4uhaDxExoTx9QThZULt8a,105000000
1Gg8NK4q58sfMuBbRQcnqWCRC8eURCSkUW,1B1dmBudRYrK7CdWe1jprnioHRkCoFWgjP,22000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1AaiHZZDxRETCdnoED3PrBZuafixcQxUgF,1GPxuEtBVzATVrX667HgQjkY3N3zNEkTj5,175000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
14ZjNKgx9XdqwfJzVEwJNiypRbA2eCaB8e,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1HijB8UfX92eyzZuMHHTSCe3JwCzeRTcvD,81000000
1HGfJyVdQjP6qKdTCKKYm59gKSVGL4MEpe,1CiYUZFX98cSZchcCgKJnRLNCSVZQE92fd,235000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1MrBu125hmue7tQWHRhaqw2SH67LdeM7iL,1PRdmz9FwTuEo1k91Giepd49cEqPYSYVD6,449000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
12t7Q6H5WhiPbCRxri9SyNvCnErDofkqLQ,1Jt9wM7kqQH7AVbZz3rLXx1PVB1yWhvzEx,260000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1GPxuEtBVzATVrX667HgQjkY3N3zNEkTj5,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1w4pXKYpajKuMP568UFo865kjFX3z3KvH,174000000
18Q2cGeo366qn1XmSuyt7eYZq7kjBQAMGp,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1JphtyuFN3MZnTRuSbLszQxVPRH1BGamGN,152000000
1CZU3WBRfyd2MG5R2QwqEjtnGikp2zQAVk,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1CXbuzoC7ZUfZo4KivWUo8XgY8z3EzdRjB,329000000
1C6pCSF7hPx9cedn1FQHV5UUGMuiBe9XTW,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,1LYiGN6MZtBCrcM1kzMgYRa4DTzTEwEm3y,339000000
1B1dmBudRYrK7CdWe1jprnioHRkCoFWgjP,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
,14Rb5wb16xy14bbw51JQzrPpeLrPtXKE9S,21000000
15kbKoVHHTfUdBAfW2aMjPfFi7vg6kgsWR,1GqSAmpFnBWegs4YVBYLr5GXQWRHkGmj58,592000000
,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000
1F8XdKbxAKgUPrgRRKaXDT76FV35cHQg5C,1AfNbNdjVLBMHiFJk7PBKWVwsZv8cDBwtT,392000000
